14,20,92,82,5
3,11,89,82,2
3,17,89,91,3
20,5,82,95,4
11,17,92,97,5
10,15,81,100,2
2,13,100,94,3
15,1,98,81,5
2,19,97,87,4
4,2,91,92,4
3,20,91,84,3
7,9,83,95,5
4,14,87,84,2
8,13,83,85,2
17,18,89,92,1
2,8,99,97,3
15,16,86,92,3
5,4,97,89,2
9,5,85,91,1
16,7,85,91,5
5,6,83,85,5
6,5,98,81,5
12,13,91,81,5
14,11,85,87,4
5,14,87,92,5
4,12,96,97,1
9,18,98,84,4
18,9,98,87,1
1,13,85,88,5
20,5,97,92,4
11,18,88,92,1
8,15,82,100,3
16,2,93,88,5
6,14,86,98,4
8,2,93,89,4
17,12,82,80,2
5,13,82,87,4
5,2,95,94,1
19,6,89,98,3
10,9,83,94,3
20,9,93,96,5
9,19,99,81,4
8,20,81,81,5
10,8,99,86,3
4,4,89,80,2
14,12,82,90,2
8,14,91,99,1
19,4,83,99,5
18,3,94,84,5
10,10,87,90,5
16,13,94,100,2
11,19,88,88,3
15,11,87,87,3
15,10,88,81,2
2,1,89,92,5
3,3,98,95,2
8,2,84,100,1
13,4,92,100,4
17,12,97,86,2
15,1,97,96,2
19,17,91,100,4
14,16,88,93,2
4,18,83,98,3
12,14,83,96,1
20,7,96,80,2
7,12,81,95,1
15,19,97,84,2
13,13,83,99,1
4,13,81,90,4
5,9,91,99,2
11,6,91,92,3
8,18,95,89,1
14,19,88,82,4
7,10,100,84,3
8,18,100,82,3
12,5,90,92,4
16,15,82,95,4
1,12,89,84,3
19,7,93,97,4
19,15,89,98,1
9,17,100,86,1
20,11,86,90,4
13,7,95,93,4
12,3,85,97,4
5,12,100,90,1
2,9,95,86,3
13,5,89,95,4
4,12,95,86,2
20,14,84,95,1
14,20,100,86,5
4,13,86,100,1
12,18,87,81,2
3,7,96,86,3
11,2,87,91,4
15,17,86,91,1
20,8,100,94,3
19,2,90,84,5
9,20,83,97,3
17,5,84,82,5
16,10,88,84,5
4,4,86,94,4
3,19,97,85,3
12,15,85,95,3
15,11,88,95,3
11,18,89,80,2
17,19,99,84,3
7,12,84,85,3
13,13,85,94,2
14,8,96,95,3
18,16,86,85,3
9,17,83,92,4
1,19,91,99,3
8,10,80,90,1
3,12,93,84,5
3,4,80,90,3
2,5,83,90,4
9,5,97,99,4
20,2,98,100,4
4,15,83,87,2
2,4,81,88,2
14,20,85,86,2
17,20,88,85,3
14,17,97,93,3
5,13,81,94,1
5,4,83,91,2
9,4,89,88,1
20,2,91,85,1
8,19,93,94,5
6,17,91,84,4
1,15,81,90,4
7,12,95,84,2
14,1,97,97,5
4,1,98,91,1
17,12,92,82,1
15,5,88,83,4
13,20,95,93,4
11,5,96,90,2
12,10,81,86,3
7,19,90,86,1
13,15,92,90,3
2,15,87,98,5
15,6,85,93,3
2,5,85,95,1
15,17,85,85,5
13,9,94,99,5
15,13,83,89,2
5,7,86,89,3
6,10,87,90,4
12,10,81,90,2
4,4,81,87,4
12,16,83,85,5
5,2,80,94,2
18,6,82,84,5
15,3,80,81,4
6,11,100,88,2
3,3,86,95,3
14,5,93,95,4
16,20,99,85,1
18,10,100,92,2
13,6,96,87,3
9,17,89,87,4
11,9,97,99,4
17,1,81,82,1
10,2,80,96,3
5,1,86,95,2
12,14,91,80,4
10,13,89,92,4
18,2,88,93,2
5,3,100,91,4
13,2,93,94,3
4,9,96,97,5
3,7,84,97,2
5,17,85,90,2
13,3,90,94,4
5,9,88,90,3
8,13,80,98,2
15,14,84,87,4
14,18,97,89,1
6,6,97,89,3
1,17,100,96,1
15,6,95,84,1
16,9,100,94,1
7,13,91,90,5
9,11,98,99,4
6,16,81,89,3
6,6,92,100,5
2,1,93,99,4
11,16,94,90,1
19,8,91,90,4
19,19,84,90,4
20,18,80,97,4
15,12,98,91,4
7,11,94,82,1
7,4,85,81,3
17,1,85,86,5
3,15,97,82,1
2,17,89,81,3
18,1,93,95,1
19,6,84,100,1
10,6,95,94,2
15,18,93,82,5
18,8,100,90,2
5,18,96,81,1
14,12,94,95,3
1,4,100,81,3
9,13,97,94,3
13,8,94,90,1
13,15,96,82,1
7,16,98,96,1
19,14,80,85,1
19,1,99,92,4
4,6,94,82,5
2,8,91,80,3
19,12,92,90,4
14,5,80,95,4
9,1,93,86,3
17,16,98,80,3
1,17,80,97,3
8,9,97,100,2
5,1,87,81,3
20,16,83,87,3
19,15,81,88,1
15,19,93,89,4
13,12,95,83,4
9,20,94,86,5
6,4,80,85,2
15,20,89,86,4
14,13,87,89,5
1,9,95,97,4
15,1,90,91,5
10,4,89,84,1
20,14,93,91,2
17,3,92,95,4
18,20,82,87,3
3,8,80,86,4
3,6,93,84,5
17,11,91,85,4
6,17,100,80,1
20,7,81,96,2
3,5,85,89,3
8,1,84,96,1
3,13,82,97,3
14,9,97,91,3
15,1,82,96,1
1,10,90,100,5
10,6,100,94,3
7,7,84,100,2
8,14,100,99,4
15,7,100,92,2
11,20,84,98,3
9,8,88,89,2
11,13,94,95,5
15,18,93,90,4
16,5,85,80,4
13,2,90,97,2
4,7,80,88,5
2,9,80,90,4
4,17,99,85,4
2,15,84,98,2
14,6,87,93,2
18,7,81,89,2
18,18,97,91,3
11,6,88,90,3
17,14,92,90,5
16,19,80,94,2
5,6,96,80,3
89,89,88,86,19
86,100,85,100,19
96,89,95,83,14
92,81,98,96,14
93,85,85,94,15
93,91,86,98,15
89,95,99,87,17
91,97,81,88,14
84,99,82,88,19
97,91,98,99,19
94,92,92,89,15
100,93,96,85,15
85,82,98,82,14
83,85,85,80,19
99,86,89,82,19
90,89,84,95,16
90,97,82,93,16
89,81,99,90,14
89,87,86,94,19
91,91,83,87,19
84,93,82,91,17
100,83,98,98,19
92,83,83,85,17
87,98,82,85,15
84,94,96,92,17
93,81,83,81,16
96,87,99,83,14
85,85,93,97,17
94,86,97,85,19
94,92,82,85,19
87,95,94,100,15
91,85,81,86,19
93,94,80,93,14
96,82,84,90,16
93,98,81,86,15
96,91,80,88,15
100,90,90,84,17
86,91,84,82,18
95,87,99,90,15
92,92,82,90,17
85,95,88,96,15
93,93,98,89,15
94,93,97,88,18
93,88,97,86,14
97,92,80,91,18
97,95,99,92,16
86,87,97,87,18
88,81,82,88,16
98,96,98,93,17
82,86,87,97,19
90,89,89,93,16
93,94,83,82,15
94,89,82,86,18
87,83,87,96,18
88,88,91,87,19
84,86,80,83,17
96,83,89,85,18
98,100,85,85,19
89,94,93,99,17
98,83,97,96,18
87,89,95,89,14
89,89,98,80,15
89,94,84,90,14
80,86,88,89,16
100,84,87,100,17
96,81,98,96,19
89,96,82,80,19
92,97,84,97,18
96,95,86,82,14
84,97,92,100,16
92,90,99,95,19
84,100,81,91,19
96,82,98,91,18
82,99,85,93,18
87,89,92,100,15
100,80,90,85,14
87,86,87,99,14
89,96,89,85,17
90,87,96,83,18
97,91,91,85,18
95,90,80,94,19
94,97,91,93,19
86,87,90,84,18
95,82,84,83,18
93,88,98,98,15
85,85,92,83,14
88,96,85,97,19
90,85,87,87,19
86,90,96,93,19
81,98,82,84,17
97,94,89,92,17
99,81,97,81,16
87,82,92,84,19
83,86,82,100,14
91,97,83,99,18
80,89,94,82,14
98,82,85,84,17
80,90,100,90,14
84,82,88,82,17
90,90,92,86,16
83,85,97,80,18
88,92,89,89,15
94,99,81,100,15
91,97,81,98,17
89,93,99,100,18
88,86,87,95,18
80,85,94,82,17
98,87,93,85,15
91,80,92,94,15
91,90,86,85,16
97,91,82,97,18
93,95,92,89,18
89,91,96,98,14
94,96,83,80,15
83,100,91,94,16
87,100,81,81,16
100,87,98,90,14
89,90,92,80,16
93,85,91,90,19
86,94,87,91,18
92,82,100,82,17
80,84,87,99,16
82,85,89,82,17
92,100,85,98,15
87,96,94,95,19
85,90,93,93,16
93,84,99,99,17
88,86,95,92,16
84,81,94,86,19
83,95,84,88,16
93,80,85,93,17
83,83,91,100,14
82,83,80,90,16
89,86,87,92,16
97,92,91,98,18
94,88,100,84,14
99,83,94,97,16
94,97,87,83,17
91,95,100,93,16
100,98,98,82,14
85,91,98,82,18
96,95,83,84,17
96,97,83,85,19
89,93,80,98,15
100,85,99,94,19
97,85,92,87,19
89,94,91,83,15
100,100,89,85,15
99,98,91,81,19
87,89,86,100,15
86,96,94,98,15
83,84,90,94,18
91,87,100,80,16
82,100,85,87,15
97,87,90,88,19
96,100,93,86,19
93,90,96,90,17
98,84,89,95,14
100,80,80,89,18
84,100,85,97,19
80,93,81,89,14
85,91,99,85,14
87,80,82,86,17
88,92,95,86,17
82,91,92,85,18
80,98,99,85,19
93,92,85,88,18
88,96,91,83,16
100,98,93,90,16
97,83,93,83,18
80,94,82,91,14
90,96,91,83,17
90,97,97,95,19
80,91,84,90,18
95,81,86,84,16
99,88,98,97,19
86,94,81,92,14
91,99,90,91,16
96,98,85,83,14
81,93,95,82,15
81,88,96,80,15
88,94,85,91,15
94,87,82,96,14
85,81,91,91,14
99,84,86,96,16
95,94,96,88,19
99,94,99,99,14
87,93,84,96,14
87,96,99,87,19
82,98,83,87,19
86,99,88,100,19
98,92,91,87,14
92,99,93,81,15
89,84,86,83,18
90,98,88,82,14
99,91,88,88,18
95,89,95,96,18
90,88,88,96,18
83,97,100,84,15
87,90,95,100,18
97,91,99,85,17
85,96,83,87,17
95,94,86,94,14
80,98,83,94,15
97,81,85,99,14
85,80,84,98,19
80,94,89,100,16
94,88,97,89,14
96,84,98,81,17
100,87,91,93,16
82,100,86,94,15
96,93,86,80,17
87,84,89,91,16
87,84,100,99,16
96,88,86,84,18
87,82,97,88,18
89,92,99,83,15
96,89,100,95,19
96,95,92,97,19
82,95,90,83,18
100,92,90,92,19
85,92,94,82,17
97,99,92,94,14
96,81,84,100,19
99,88,96,97,18
98,93,87,97,16
90,93,98,95,18
89,88,86,81,16
83,83,96,84,15
88,84,96,99,19
90,99,91,82,16
81,81,88,99,18
89,97,98,89,19
98,88,82,82,14
88,96,86,90,19
89,85,97,99,19
97,98,97,96,19
86,94,82,81,17
91,83,95,84,18
98,92,83,95,18
82,81,98,93,14
93,92,89,90,16
81,86,87,91,17
90,82,84,85,16
88,86,92,91,19
95,83,86,82,17
98,82,93,86,14
90,100,99,80,15
81,90,84,97,14
99,85,97,94,14
81,85,94,83,16
93,81,94,91,17
93,94,97,92,15
91,89,84,98,19
82,91,88,82,15
80,99,85,89,16
98,94,89,100,17
82,87,91,99,19
100,85,94,95,17
96,91,81,92,14
96,99,91,80,15
89,98,83,83,17
85,88,92,94,14
88,100,89,86,19
93,96,90,90,14
89,88,98,81,18
80,92,87,89,17
98,99,80,99,16
88,89,86,97,18
95,93,85,89,15
91,97,88,92,18
83,85,85,81,17
95,81,98,97,19
89,86,87,99,18
99,83,99,95,15
87,98,100,94,15
92,85,82,84,18
93,83,100,85,17
97,96,95,83,17
86,91,91,96,17
88,88,98,99,16
92,83,80,83,15
90,87,96,96,15
96,100,94,90,14
92,81,83,98,19
90,93,100,99,17
94,88,84,90,19
81,89,92,84,15
99,80,83,91,18
94,97,87,87,17
94,82,100,87,17
96,89,95,97,18
92,100,89,100,17
80,96,92,91,17
98,100,99,83,15
88,85,94,88,15
90,90,89,82,17
100,95,90,85,14
81,99,89,98,19
80,89,93,95,14
89,83,87,83,18
91,95,90,90,15
81,99,86,92,19
90,84,93,82,14
86,100,82,97,16
90,97,94,82,14
90,82,98,92,16
92,98,96,91,17
88,96,98,80,15
97,90,93,93,17
81,97,91,81,19
89,91,84,97,19
90,90,84,99,14
82,95,100,100,15
92,81,84,96,14
91,80,93,90,16
92,93,95,98,16
88,92,98,95,14
84,91,80,86,16
81,89,94,94,16
98,84,90,90,15
83,82,90,89,18
88,90,100,96,17
88,98,82,84,16
87,93,98,89,15
85,83,85,95,17
81,90,87,84,14
96,97,85,92,18
99,82,80,94,18
89,80,84,85,15
81,81,81,98,17
9,84,100,82,2
15,91,92,99,1
15,97,99,87,2
19,100,85,98,3
8,89,91,99,4
3,96,96,91,5
19,99,99,80,1
10,98,84,82,3
18,84,84,88,1
2,99,83,84,3
18,94,85,88,1
17,92,93,100,4
5,80,97,86,4
7,97,82,90,1
20,81,95,100,2
20,81,85,95,4
4,85,99,97,2
7,90,84,93,1
17,82,100,80,2
20,89,81,87,3
9,100,92,82,3
11,99,83,83,4
4,94,83,99,5
7,95,80,89,5
3,84,93,86,2
9,86,82,88,2
20,95,98,83,1
10,84,91,85,2
8,80,97,88,2
1,94,80,99,2
2,85,91,89,5
13,99,83,95,2
13,88,80,82,4
11,96,86,81,3
9,88,80,92,5
16,92,80,87,3
11,98,88,98,4
1,98,88,100,4
15,90,94,100,3
1,94,85,89,3
7,81,93,98,1
20,87,92,90,2
12,94,96,80,2
2,96,82,86,1
20,99,99,86,3
10,81,82,100,2
18,88,81,84,4
2,83,82,95,5
19,80,96,87,2
11,89,90,97,4
14,80,84,81,2
10,85,92,88,3
9,89,85,96,3
12,88,86,96,1
12,84,88,83,4
6,86,100,91,2
17,94,87,98,4
11,98,94,99,4
12,94,92,99,2
8,85,87,85,5
18,89,97,85,5
