18,19,95,85,3
3,9,92,92,2
3,3,91,81,5
14,7,89,89,2
8,11,90,90,3
10,13,80,82,4
8,8,100,90,4
18,5,90,90,1
3,5,93,100,4
2,16,98,83,2
10,10,96,96,4
10,6,98,81,5
12,11,82,90,5
17,2,100,88,3
18,11,96,94,5
15,18,91,100,5
1,7,84,80,3
15,13,93,96,2
16,2,85,87,4
4,19,90,83,2
17,9,88,90,5
1,3,90,89,2
5,8,91,85,4
6,20,80,86,5
8,15,90,93,5
9,13,92,91,3
14,17,96,91,3
19,15,92,85,1
17,6,89,82,5
1,11,83,99,3
20,9,91,86,5
10,15,96,85,5
8,19,100,88,4
5,2,98,88,4
8,13,85,83,1
9,12,84,84,3
20,10,85,91,5
10,8,99,94,2
6,9,98,80,1
13,8,85,100,1
4,1,92,83,1
3,3,83,86,4
18,18,98,86,3
2,7,83,94,1
10,9,89,85,2
18,7,81,96,1
8,14,98,88,5
4,8,87,98,4
20,3,94,87,2
10,6,90,93,4
13,5,80,97,2
19,7,93,91,3
9,13,99,93,5
8,7,98,90,5
13,10,84,85,2
5,20,84,92,4
18,6,91,85,1
11,2,85,86,2
18,8,96,98,1
16,6,94,95,1
11,16,99,89,3
6,1,95,97,4
18,16,86,90,4
13,19,100,80,3
1,3,92,90,1
19,4,90,81,2
19,20,94,83,4
3,9,92,91,4
12,16,89,81,4
7,4,83,98,4
3,5,93,93,1
3,15,84,100,5
19,18,89,80,3
20,6,84,85,3
14,14,85,96,2
16,14,92,93,5
18,16,93,95,4
12,15,96,97,2
10,12,88,99,1
5,15,83,83,2
15,6,81,88,3
3,18,84,91,4
8,5,83,98,4
15,1,93,87,4
18,3,94,80,2
9,7,99,87,3
2,2,83,90,5
2,13,85,90,3
12,14,80,87,3
19,10,85,88,2
18,18,93,81,3
10,9,82,89,1
8,14,90,99,4
12,11,99,98,3
14,18,82,87,1
16,6,94,86,2
11,15,100,96,1
8,7,83,86,5
18,12,87,95,1
15,3,80,90,5
12,13,81,100,1
18,17,80,97,4
17,3,98,92,3
11,15,99,93,1
12,3,86,91,3
18,19,87,80,2
12,7,100,80,1
9,9,96,83,1
10,7,84,94,3
13,16,82,88,1
1,16,80,89,4
2,1,100,85,1
7,2,98,100,2
6,1,98,98,3
15,1,88,80,4
2,18,84,89,2
15,16,97,92,2
4,16,88,80,4
1,3,81,90,5
14,6,81,85,2
12,4,99,94,1
3,10,84,100,5
14,13,99,90,5
18,11,87,87,4
2,1,99,88,3
11,15,88,89,4
7,7,85,93,5
13,6,82,85,1
10,2,100,89,5
18,13,85,93,4
10,2,100,97,3
16,10,96,84,3
19,15,82,91,4
4,7,97,83,5
5,12,100,87,4
12,3,84,100,5
17,7,92,87,3
11,14,96,82,5
9,1,92,84,3
14,3,95,85,2
10,9,83,94,2
18,20,89,83,2
15,13,98,92,5
18,4,87,97,3
16,20,93,97,2
11,15,96,100,2
12,17,98,92,1
10,14,89,100,2
11,11,90,83,2
1,11,81,93,3
20,6,87,92,3
8,20,95,88,5
3,19,84,95,5
6,19,85,83,3
4,5,96,98,1
4,13,85,84,2
17,15,99,90,2
3,12,86,80,5
7,18,80,93,3
9,15,86,98,5
11,7,83,81,3
5,6,88,92,2
16,20,95,81,3
13,9,81,88,3
16,1,87,80,1
16,7,81,100,4
2,4,81,80,2
18,11,88,86,5
14,9,86,81,1
12,20,96,82,5
17,6,85,96,2
7,18,99,90,4
7,10,83,82,2
15,2,92,91,1
17,14,86,100,4
19,6,82,86,2
13,3,84,88,2
16,4,93,92,3
20,13,96,81,5
16,7,87,92,5
1,9,84,88,4
12,9,82,98,3
7,16,96,96,5
19,6,86,88,3
19,2,82,80,1
4,13,81,97,1
8,1,95,90,1
16,19,96,90,5
20,13,80,81,2
17,17,90,82,4
11,5,95,85,3
9,5,96,90,1
18,14,94,91,5
4,15,88,96,4
11,13,81,86,3
1,17,100,96,2
6,17,87,97,5
10,4,87,82,3
17,2,98,88,3
4,14,91,82,4
16,16,96,99,3
13,15,100,98,4
19,1,93,96,2
18,12,80,86,1
1,19,92,97,2
12,2,92,82,2
8,7,89,96,1
13,17,83,96,5
14,18,88,91,1
6,5,88,90,1
18,11,86,87,5
20,16,90,89,3
2,4,86,97,5
3,15,86,99,5
19,8,86,92,4
6,19,81,98,3
13,16,97,97,2
9,4,80,95,5
11,19,97,85,2
1,18,80,100,2
8,13,81,84,2
9,16,93,86,4
1,11,82,95,4
14,17,87,97,3
3,3,82,99,1
5,19,89,81,2
5,12,80,93,5
14,15,80,85,3
9,7,86,85,2
